地点コード,延床面積(㎡),有効率(%),有効面積(㎡),階層1,階層2,階層3,階層4,階層5,階層1_共込単価(円/㎡),階層1_共込単価(円/坪),階層2_共込単価(円/㎡),階層2_共込単価(円/坪),階層3_共込単価(円/㎡),階層3_共込単価(円/坪),階層4_共込単価(円/㎡),階層4_共込単価(円/坪),階層5_共込単価(円/㎡),階層5_共込単価(円/坪),階層1_有効面積(㎡),階層2_有効面積(㎡),階層3_有効面積(㎡),階層4_有効面積(㎡),階層5_有効面積(㎡),駐車場代単価（円/台）,駐車場台数,緯度,経度,用途,構造・階層,評価書,用途カテゴリ
川口5-9,1509.36,97.7,1474.92,1階：店舗,2階：店舗,3～5階：店舗,6～8階：店舗,,5149,17021,3862,12767,2832,9362,2677,8850,,,180.69,184.89,184.89,184.89,0,0,0,35.815381111111115,139.70335305555557,店舗,S造地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030509.html,店舗系
川口5-10,1681.7,88.1,1481.4,1階：店舗,2階：居宅,3階：居宅,,,3265,10793,2188,7233,2188,7233,,,,,484.6,498.4,498.4,0,0,0,0,35.87418388888889,139.74826388888889,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030510.html,店舗＆共同住宅
川口5-11,669.68,100,669.68,(一括)1～2階：店舗・事務所,,,,,2680,8860,,,,,,,,,669.68,0,0,0,0,0,0,35.82855305555555,139.70440805555555,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030511.html,店舗＆事務所
川口5-12,961.5,96.9,932.1,1階：店舗,2階：店舗,3～6階：事務所,,,5600,18512,3920,12959,3136,10367,,,,,148.4,156.74,156.74,0,0,0,0,35.80144388888889,139.7195761111111,店舗兼事務所,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030512.html,店舗＆事務所
川口5-13,2352.89,94.1,2213.22,1階：店舗,2階：居宅,3～5階：居宅,6～8階：居宅,9～11階：居宅,3145,10397,2168,7167,2280,7537,2245,7421,2276,7524,185.22,202.8,202.8,202.8,202.8,0,0,35.83047611111111,139.73936805555556,店舗付共同住宅,RC造地上11階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030513.html,店舗＆共同住宅
川口5-14,520,92.2,479.5,1階：店舗,2階：居宅,3階：居宅,4階：居宅,,4500,14876,2600,8595,2600,8595,2600,8595,,,123.25,118.75,118.75,118.75,0,0,0,35.81841416666666,139.70748916666668,店舗兼共同住宅,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030514.html,店舗＆共同住宅
川口9-1,800,100,800,(一括)1～2階：工場,,,,,1680,5554,,,,,,,,,800,0,0,0,0,0,0,35.79534138888889,139.75855916666669,工場,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030901.html,工場・倉庫
川口9-2,2180,100,2180,(一括)1～2階：工場,,,,,1560,5157,,,,,,,,,2180,0,0,0,0,0,0,35.82366694444445,139.75824194444445,工場,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030902.html,工場・倉庫
川口9-3,11708.04,82.7,9684.66,1階：倉庫,2～4階：倉庫,,,,1586,5243,1586,5243,,,,,,,1643.85,2680.27,0,0,0,0,0,35.78797194444444,139.74117305555555,倉庫,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030903.html,工場・倉庫
川口9-4,357,100,357,1階：工場,2階：工場,,,,1820,6017,1820,6017,,,,,,,178.5,178.5,0,0,0,0,0,35.81429694444444,139.72775388888888,工場,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112030904.html,工場・倉庫
行田-1,144,100,144,地上1階：居宅,地上2階：居宅,,,,1552,5131,1555,5140,,,,,,,72,72,0,0,0,0,0,36.14845305555556,139.45946805555556,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060001.html,戸建住宅系
行田-3,136,100,136,地上1階：居宅,地上2階：居宅,,,,1575,5207,1607,5312,,,,,,,68,68,0,0,0,0,0,36.132123888888884,139.4558088888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060003.html,戸建住宅系
行田-4,146,100,146,地上1階：居宅,地上2階：居宅,,,,1548,5117,1550,5124,,,,,,,73,73,0,0,0,0,0,36.15547111111111,139.46688194444445,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060004.html,戸建住宅系
行田-5,149,100,149,1階：住宅,2階：住宅,,,,1561,5160,1561,5160,,,,,,,74.5,74.5,0,0,0,0,0,36.140075,139.47196694444443,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060005.html,戸建住宅系
行田-6,159,100,159,地上1階：居宅,地上2階：居宅,,,,1548,5117,1579,5220,,,,,,,79.5,79.5,0,0,0,0,0,36.137433055555555,139.46336805555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060006.html,戸建住宅系
行田-7,136,100,136,地上1階：居宅,地上2階：居宅,,,,1601,5293,1633,5398,,,,,,,68,68,0,0,0,0,0,36.12450805555556,139.44238,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060007.html,戸建住宅系
行田-8,146,100,146,地上1階：居宅,地上2階：居宅,,,,1539,5088,1570,5190,,,,,,,73,73,0,0,0,0,0,36.142183055555556,139.45158305555557,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060008.html,戸建住宅系
行田-9,148,100,148,地上1階：居宅,地上2階：居宅,,,,1640,5421,1673,5531,,,,,,,74,74,0,0,0,0,0,36.113301944444444,139.43058,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060009.html,戸建住宅系
行田-10,160,100,160,1階：居宅,2階：居宅,,,,1567,5180,1567,5180,,,,,,,80,80,0,0,0,0,0,36.150731111111114,139.46486805555557,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060010.html,戸建住宅系
行田-11,120,100,120,地上1階：居宅,地上2階：居宅,,,,1546,5111,1577,5213,,,,,,,60,60,0,0,0,0,0,36.126148055555554,139.46901694444443,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060011.html,戸建住宅系
行田-12,156,100,156,1階：居宅,2階：居宅,,,,1543,5101,1545,5107,,,,,,,78,78,0,0,0,0,0,36.138580000000005,139.42546194444444,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060012.html,戸建住宅系
行田-14,140,100,140,地上1階：居宅,地上2階：居宅,,,,1560,5157,1591,5260,,,,,,,70,70,0,0,0,0,0,36.134098055555555,139.4316611111111,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060014.html,戸建住宅系
行田-15,149,100,149,地上1階：居宅,地上2階：居宅,,,,1576,5210,1608,5316,,,,,,,74.5,74.5,0,0,0,0,0,36.14711611111111,139.48383694444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060015.html,戸建住宅系
行田-17,84.62,100,84.62,1階：居宅,2階：居宅,,,,1515,5008,1555,5140,,,,,,,42.31,42.31,0,0,0,0,0,36.13346388888889,139.44503194444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060017.html,戸建住宅系
行田5-1,75,100,75,1階：店舗,,,,,1853,6126,,,,,,,,,75,0,0,0,0,0,0,36.14055694444445,139.45886194444444,店舗,LS造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060501.html,店舗系
行田5-2,68,100,68,地上1階：店舗,,,,,1680,5554,,,,,,,,,68,0,0,0,0,0,0,36.13899694444444,139.45651694444445,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060502.html,店舗系
行田5-3,413.04,91.9,379.54,1階：店舗,2階：事務所,3階：事務所,,,2406,7954,1800,5950,1700,5620,,,,,109.16,135.19,135.19,0,0,0,0,36.114486388888885,139.432985,店舗・事務所,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060503.html,店舗＆事務所
行田5-4,580,100,580,1階：店舗,,,,,1800,5950,,,,,,,,,580,0,0,0,0,0,0,36.138468055555556,139.4657138888889,店舗,LS造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060504.html,店舗系
行田5-5,160,100,160,1階：店舗,,,,,1659,5484,,,,,,,,,160,0,0,0,0,0,0,36.13780694444444,139.4783888888889,店舗,LS造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112060505.html,店舗系
秩父5-1,164,100,164,1階：店舗,2階：事務所,,,,2125,7025,1669,5517,,,,,,,82,82,0,0,0,0,0,35.994773055555555,139.08108194444446,低層店舗事務所,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112070501.html,店舗＆事務所
秩父5-2,322,100,322,1階：店舗,2階：事務所,,,,2060,6810,1658,5481,,,,,,,161,161,0,0,0,0,0,35.98898694444445,139.08541305555556,低層店舗兼事務所,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112070502.html,店舗＆事務所
所沢-1,160,100,160,1階：居宅,2階：居宅,,,,2100,6942,2138,7068,,,,,,,80,80,0,0,0,0,0,35.80887111111111,139.45024805555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080001.html,戸建住宅系
所沢-3,5460,90.4,4935.84,1階：店舗,2～10階：居宅,,,,3080,10182,2680,8860,,,,,,,120.12,535.08,0,0,0,16000,25,35.79157,139.467895,店舗・共同住宅,RC造地上10階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080003.html,店舗系
所沢-7,144,100,144,1階：居宅,2階：居宅,,,,2000,6612,2042,6750,,,,,,,72,72,0,0,0,0,0,35.79651,139.50886444444444,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080007.html,戸建住宅系
所沢-9,120,100,120,1階：居宅,2階：居宅,,,,1850,6116,1887,6238,,,,,,,60,60,0,0,0,0,0,35.81477805555556,139.41680305555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080009.html,戸建住宅系
所沢-10,110,100,110,1階：居宅,2階：居宅,,,,1910,6314,1948,6440,,,,,,,55,55,0,0,0,0,0,35.80682888888889,139.44347611111112,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080010.html,戸建住宅系
所沢-11,204,100,204,1階：居宅,2階：居宅,,,,2260,7471,2328,7696,,,,,,,102,102,0,0,0,0,0,35.802768888888885,139.4625061111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080011.html,戸建住宅系
所沢-13,184,100,184,1階：居宅,2階：居宅,,,,2400,7934,2448,8093,,,,,,,92,92,0,0,0,0,0,35.78438888888889,139.467485,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080013.html,戸建住宅系
所沢-14,170,100,170,1階：居宅,2階：居宅,,,,2000,6612,2040,6744,,,,,,,85,85,0,0,0,0,0,35.812533888888886,139.45891305555554,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080014.html,戸建住宅系
所沢-19,154,100,154,1階：居宅,2階：居宅,,,,1720,5686,1772,5858,,,,,,,77,77,0,0,0,0,0,35.79023888888889,139.4934738888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080019.html,戸建住宅系
所沢-21,393,100,393,1階：居宅,2階：居宅,3階：居宅,,,2377,7858,2448,8093,2448,8093,,,,,131,131,131,0,0,0,0,35.802965,139.43721694444446,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080021.html,戸建住宅系
所沢-22,142,100,142,1階：居宅,2階：居宅,,,,1690,5587,1724,5699,,,,,,,71,71,0,0,0,0,0,35.78472,139.50512805555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080022.html,戸建住宅系
所沢-26,152,100,152,1階：居宅,2階：居宅,,,,2193,7250,2237,7395,,,,,,,76,76,0,0,0,0,0,35.78098,139.47389,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080026.html,戸建住宅系
所沢-27,140,100,140,1階：居宅,2階：居宅,,,,1750,5785,1790,5917,,,,,,,70,70,0,0,0,0,0,35.79294,139.4405711111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080027.html,戸建住宅系
所沢-30,140,100,140,1階：居宅,2階：居宅,,,,2400,7934,2448,8093,,,,,,,70,70,0,0,0,0,0,35.78872194444445,139.46761111111113,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080030.html,戸建住宅系
所沢-31,174,100,174,1階：居宅,2階：居宅,,,,2680,8860,2734,9038,,,,,,,87,87,0,0,0,0,0,35.789015,139.47675388888888,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080031.html,戸建住宅系
所沢-33,134,100,134,1階：居宅,2階：居宅,,,,2330,7702,2377,7858,,,,,,,67,67,0,0,0,0,0,35.799661944444445,139.46321694444444,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080033.html,戸建住宅系
所沢-34,140,100,140,1階：居宅,2階：居宅,,,,2086,6896,2115,6992,,,,,,,70,70,0,0,0,0,0,35.80180388888889,139.45216694444443,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080034.html,戸建住宅系
所沢-36,96,100,96,1階：居宅,2階：居宅,,,,2091,6912,2133,7051,,,,,,,48,48,0,0,0,0,0,35.79311611111111,139.47573805555555,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080036.html,戸建住宅系
所沢-37,88,100,88,1階：居宅,2階：居宅,,,,1759,5815,1794,5931,,,,,,,44,44,0,0,0,0,0,35.78142305555556,139.44049,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080037.html,戸建住宅系
所沢-38,180,100,180,1階：住宅,2階：住宅,,,,1960,6479,1999,6608,,,,,,,90,90,0,0,0,0,0,35.79287111111111,139.4600388888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080038.html,戸建住宅系
所沢-44,76,100,76,1階：居宅,2階：居宅,,,,1719,5683,1753,5795,,,,,,,38,38,0,0,0,0,0,35.7879,139.49653388888888,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080044.html,戸建住宅系
所沢-46,120,100,120,1階：居宅,2階：居宅,,,,1967,6502,2000,6612,,,,,,,60,60,0,0,0,0,0,35.793240555555556,139.47986805555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080046.html,戸建住宅系
所沢-47,110,100,110,1階：居宅,2階：居宅,,,,1790,5917,1826,6036,,,,,,,55,55,0,0,0,0,0,35.79343888888889,139.44875805555554,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080047.html,戸建住宅系
所沢-48,130,100,130,1階：居宅,2階：居宅,,,,2320,7669,2366,7821,,,,,,,65,65,0,0,0,0,0,35.799005,139.43939805555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080048.html,戸建住宅系
所沢5-1,308.8,76.3,235.71,1階：店舗,2階：店舗,3階：事務所,4階：事務所,,8372,27676,6324,20906,4534,14988,4534,14988,,,46.71,63,63,63,0,0,0,35.78724888888889,139.47280388888888,店舗兼事務所,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080501.html,店舗＆事務所
所沢5-2,390,94.9,370,1階：店舗,2階：事務所,,,,2500,8264,2100,6942,,,,,,,185,185,0,0,0,0,0,35.81209805555556,139.4176111111111,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080502.html,店舗＆事務所
所沢5-3,842,95.3,802.7,地下1階：店舗,1階：店舗,2階：店舗,3～4階：事務所,5階：事務所,2760,9124,3920,12959,2900,9587,2470,8165,2470,8165,141.4,137.2,141.4,141.4,99.9,0,0,35.80739194444445,139.45671000000002,店舗兼事務所,S造地下1階地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080503.html,店舗＆事務所
所沢5-4,1712.11,90.9,1557,1階：店舗,2～6階：事務所,,,,4213,13927,2949,9749,,,,,,,148.5,281.7,0,0,0,0,0,35.78700611111111,139.47553194444444,店舗兼事務所,S造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080504.html,店舗＆事務所
所沢5-5,1080,97.3,1050.6,1階：店舗,2階：店舗,3～5階：事務所,6階：事務所,,3506,11590,3054,10096,2262,7478,2262,7478,,,176.07,180.27,180.27,153.45,0,0,0,35.78897194444444,139.45710499999998,店舗兼事務所,S造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080505.html,店舗＆事務所
所沢5-6,850.7,97,825.5,1階：店舗,2階：店舗,3～4階：事務所,5階：事務所,,3943,13035,3010,9950,2619,8658,2619,8658,,,167.74,171.94,171.94,141.94,0,0,0,35.80244694444444,139.4384161111111,店舗兼事務所,S造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080506.html,店舗＆事務所
所沢5-7,1700,100,1700,(一括)1～2階：店舗,,,,,2706,8945,,,,,,,,,1700,0,0,0,0,0,0,35.79711388888889,139.45338694444445,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080507.html,店舗系
所沢5-8,900,93.3,840,1階：店舗,2階：事務所,3階：事務所,,,3328,11002,2360,7802,2360,7802,,,,,270,285,285,0,0,0,0,35.79600111111111,139.51276611111112,店舗兼事務所,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080508.html,店舗＆事務所
所沢5-9,2000,100,2000,(一括)1～2階：店舗,,,,,2700,8926,,,,,,,,,2000,0,0,0,0,0,0,35.797736111111114,139.4847738888889,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080509.html,店舗系
所沢5-10,640,100,640,(一括)1～2階：店舗,,,,,2511,8301,,,,,,,,,640,0,0,0,0,0,0,35.79125694444444,139.497185,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112080510.html,店舗系
飯能5-1,360,88.3,318,1階：店舗,2階：店舗,3階：店舗,,,3369,11137,2225,7355,2061,6813,,,,,102,108,108,0,0,0,0,35.85160805555556,139.32016694444445,店舗,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112090501.html,店舗系
飯能5-2,165,100,165,1階：店舗,,,,,2275,7521,,,,,,,,,165,0,0,0,0,0,0,35.85278805555556,139.32261111111112,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112090502.html,店舗系
飯能5-3,660,100,660,1階：店舗,2階：事務所,,,,2217,7329,1784,5898,,,,,,,330,330,0,0,0,0,0,35.847729722222226,139.33534777777777,店舗・事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112090503.html,店舗系
飯能5-4,420,96.2,403.9,1階：店舗,2～3階：事務所,,,,2149,7104,1729,5716,,,,,,,132.02,135.94,0,0,0,0,0,35.852263055555554,139.328855,店舗・事務所,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112090504.html,店舗＆事務所
加須-1,168,100,168,地上1階：居宅,地上2階：居宅,,,,1554,5137,1585,5240,,,,,,,84,84,0,0,0,0,0,36.127648055555554,139.5853338888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100001.html,戸建住宅系
加須-2,168,91.6,153.88,地上1階：居宅,地上2階：居宅,,,,1630,5388,1663,5498,,,,,,,76.94,76.94,0,0,0,0,2,36.130001944444444,139.60058305555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100002.html,戸建住宅系
加須-3,182.16,100,182.16,地上1階：居宅,地上2階：居宅,,,,1548,5117,1579,5220,,,,,,,91.08,91.08,0,0,0,0,0,36.11951694444444,139.6245411111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100003.html,戸建住宅系
加須-5,168,91.7,154,地上1階：居宅,地上2階：居宅,,,,1628,5382,1661,5491,,,,,,,77,77,0,0,0,0,0,36.121790000000004,139.6036038888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100005.html,戸建住宅系
加須-6,211.8,100,211.8,地上1階：居宅,地上2階：居宅,,,,1556,5144,1587,5246,,,,,,,105.9,105.9,0,0,0,0,0,36.122164999999995,139.61170194444443,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100006.html,戸建住宅系
加須-7,85.32,100,85.32,地上1階：居宅,地上2階：居宅,,,,1564,5170,1595,5273,,,,,,,42.66,42.66,0,0,0,0,0,36.12166777777778,139.59241,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100007.html,戸建住宅系
加須-8,121.2,100,121.2,地上1階：居宅,地上2階：居宅,,,,1539,5088,1570,5190,,,,,,,60.6,60.6,0,0,0,0,0,36.126979999999996,139.61383111111112,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100008.html,戸建住宅系
加須-14,218.16,100,218.16,地上1階：居宅,地上2階：居宅,,,,1510,4992,1540,5091,,,,,,,109.08,109.08,0,0,0,0,0,36.104214999999996,139.57130694444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100014.html,戸建住宅系
加須-17,181.8,100,181.8,地上1階：居宅,地上2階：居宅,,,,1536,5078,1567,5180,,,,,,,90.9,90.9,0,0,0,0,0,36.13996888888889,139.69025305555556,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100017.html,戸建住宅系
加須-18,96.72,100,96.72,地上1階：居宅,地上2階：居宅,,,,1550,5124,1581,5226,,,,,,,48.36,48.36,0,0,0,0,0,36.14402611111111,139.6899588888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100018.html,戸建住宅系
加須-20,211.8,100,211.8,地上1階：居宅,地上2階：居宅,,,,1567,5180,1598,5283,,,,,,,105.9,105.9,0,0,0,0,0,36.131465,139.5901838888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100020.html,戸建住宅系
加須-22,183.56,100,183.56,地上1階：居宅,地上2階：居宅,,,,1546,5111,1577,5213,,,,,,,91.78,91.78,0,0,0,0,0,36.118301111111116,139.6071038888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100022.html,戸建住宅系
加須-23,71.14,100,71.14,地上1階：居宅,地上2階：居宅,,,,1567,5180,1600,5289,,,,,,,35.57,35.57,0,0,0,0,0,36.12264805555555,139.58977194444444,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100023.html,戸建住宅系
加須5-1,199.5,100,199.5,2階：居宅,3階：居宅,地上1階：店舗,,,1555,5140,1555,5140,1620,5355,,,,,74.52,48.02,76.96,0,0,4000,3,36.125546944444444,139.60010694444443,店舗共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100501.html,店舗系
加須5-2,151,100,151,2階：居宅,地上1階：店舗,,,,1640,5421,1853,6126,,,,,,,75.5,75.5,0,0,0,0,0,36.109316944444444,139.63289111111112,店舗共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100502.html,店舗系
加須5-3,240,100,240,2階：居宅,地上1階：店舗,,,,1486,4912,1640,5421,,,,,,,120,120,0,0,0,0,0,36.120223055555556,139.62171805555556,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100503.html,店舗系
加須5-4,350,100,350,地上1階：店舗,,,,,1800,5950,,,,,,,,,350,0,0,0,0,0,0,36.133269999999996,139.6026861111111,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100504.html,店舗系
加須5-5,150,100,150,地上1階：店舗,,,,,1669,5517,,,,,,,,,150,0,0,0,0,0,0,36.10080694444444,139.57422305555556,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112100505.html,店舗系
本庄5-1,100,100,100,1階：店舗,,,,,2200,7273,,,,,,,,,100,0,0,0,0,0,0,36.240628055555554,139.1885511111111,店舗,W造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112110501.html,店舗系
