地点コード,延床面積(㎡),有効率(%),有効面積(㎡),階層1,階層2,階層3,階層4,階層5,階層1_共込単価(円/㎡),階層1_共込単価(円/坪),階層2_共込単価(円/㎡),階層2_共込単価(円/坪),階層3_共込単価(円/㎡),階層3_共込単価(円/坪),階層4_共込単価(円/㎡),階層4_共込単価(円/坪),階層5_共込単価(円/㎡),階層5_共込単価(円/坪),階層1_有効面積(㎡),階層2_有効面積(㎡),階層3_有効面積(㎡),階層4_有効面積(㎡),階層5_有効面積(㎡),駐車場代単価（円/台）,駐車場台数,緯度,経度,用途,構造・階層,評価書,用途カテゴリ
相模原南-4,210,100,210,1階：居宅,2階：居宅,3階：居宅,,,2020,6678,2061,6813,2061,6813,,,,,70,70,70,0,0,0,0,35.536051111111114,139.43511805555556,共同住宅,LS造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530004.html,戸建住宅系
相模原南-5,112,100,112,1階：居宅,2階：居宅,,,,1763,5828,1799,5947,,,,,,,56,56,0,0,0,0,0,35.51480111111111,139.41788694444443,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530005.html,戸建住宅系
相模原南-6,96,100,96,1階：居宅,2階：居宅,,,,1889,6245,1928,6374,,,,,,,48,48,0,0,0,0,0,35.502163055555556,139.4078438888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530006.html,戸建住宅系
相模原南-7,139,100,139,1階：住宅,2階：住宅,,,,1774,5864,1810,5983,,,,,,,69.5,69.5,0,0,0,0,0,35.52346111111111,139.427165,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530007.html,戸建住宅系
相模原南-8,164,100,164,1階：居宅,2階：居宅,,,,1719,5683,1754,5798,,,,,,,82,82,0,0,0,0,0,35.55285694444444,139.42269305555556,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530008.html,戸建住宅系
相模原南-9,170,100,170,1階：居宅,2階：居宅,,,,1616,5342,1649,5451,,,,,,,85,85,0,0,0,0,0,35.530139166666665,139.45316111111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530009.html,戸建住宅系
相模原南-10,180,100,180,1階：居宅,2階：居宅,3階：居宅,,,2100,6942,2128,7035,2128,7035,,,,,60,60,60,0,0,0,0,35.53534194444445,139.44246805555557,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530010.html,戸建住宅系
相模原南-11,140,100,140,1階：居宅,2階：居宅,,,,1831,6053,1868,6175,,,,,,,70,70,0,0,0,0,0,35.52074388888889,139.4214038888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530011.html,戸建住宅系
相模原南-12,132,100,132,1階：居宅,2階：居宅,,,,1800,5950,1818,6010,,,,,,,66,66,0,0,0,8000,1,35.535336944444445,139.42161805555557,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530012.html,戸建住宅系
相模原南-13,90,100,90,1階：居宅,2階：居宅,,,,1900,6281,1950,6446,,,,,,,45,45,0,0,0,10000,1,35.54254,139.43236805555557,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530013.html,戸建住宅系
相模原南-14,110,100,110,1階：居宅,2階：居宅,,,,1596,5276,1629,5385,,,,,,,55,55,0,0,0,0,0,35.49364805555555,139.38855999999998,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530014.html,戸建住宅系
相模原南-15,124,100,124,1階：居宅,2階：居宅,,,,1503,4969,1534,5071,,,,,,,62,62,0,0,0,0,0,35.519371944444444,139.38275388888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530015.html,戸建住宅系
相模原南-16,124,100,124,1階：住宅,2階：住宅,,,,1932,6387,1992,6585,,,,,,,62,62,0,0,0,0,0,35.518605,139.4424138888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530016.html,戸建住宅系
相模原南-17,120,100,120,1階：居宅,2階：居宅,,,,1694,5600,1729,5716,,,,,,,60,60,0,0,0,0,0,35.54097194444444,139.4148588888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530017.html,戸建住宅系
相模原南-18,96,100,96,1階：居宅,2階：居宅,,,,1547,5114,1563,5167,,,,,,,48,48,0,0,0,0,0,35.50681,139.38389194444446,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530018.html,戸建住宅系
相模原南-19,128,100,128,1階：居宅,2階：居宅,,,,1958,6473,1998,6605,,,,,,,64,64,0,0,0,0,0,35.51754305555556,139.432255,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530019.html,戸建住宅系
相模原南-20,128,100,128,1階：居宅,2階：居宅,,,,1782,5891,1818,6010,,,,,,,64,64,0,0,0,0,0,35.527171111111116,139.4148988888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530020.html,戸建住宅系
相模原南-21,140,100,140,1階：居宅,2階：居宅,,,,1839,6079,1877,6205,,,,,,,70,70,0,0,0,0,0,35.52194305555555,139.43642111111112,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530021.html,戸建住宅系
相模原南-22,139.12,100,139.12,1階：居宅,2階：居宅,,,,1720,5686,1749,5782,,,,,,,69.56,69.56,0,0,0,0,0,35.50640694444444,139.40863194444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530022.html,戸建住宅系
相模原南-23,106,100,106,1階：居宅,2階：居宅,,,,1714,5666,1749,5782,,,,,,,53,53,0,0,0,0,0,35.549995,139.41848194444444,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530023.html,戸建住宅系
相模原南-24,80,100,80,1階：居宅,2階：居宅,,,,1800,5950,1850,6116,,,,,,,40,40,0,0,0,0,0,35.55039388888889,139.40668694444443,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530024.html,戸建住宅系
相模原南-25,128,100,128,1階：居宅,2階：居宅,,,,1909,6311,1948,6440,,,,,,,64,64,0,0,0,0,0,35.55974388888889,139.41873805555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530025.html,戸建住宅系
相模原南-26,136,100,136,1階：居宅,2階：居宅,,,,1636,5408,1669,5517,,,,,,,68,68,0,0,0,0,0,35.512393055555556,139.4049161111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530026.html,戸建住宅系
相模原南-27,228,100,228,1階：居宅,2階：居宅,,,,1917,6337,1956,6466,,,,,,,114,114,0,0,0,0,0,35.527828888888884,139.43780305555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530027.html,戸建住宅系
相模原南-28,102,100,102,1階：居宅,2階：居宅,,,,1719,5683,1754,5798,,,,,,,51,51,0,0,0,0,0,35.548113055555554,139.4165238888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530028.html,戸建住宅系
相模原南-29,152,100,152,1階：居宅,2階：居宅,,,,1590,5256,1640,5421,,,,,,,76,76,0,0,0,0,0,35.53289888888889,139.37426194444444,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530029.html,戸建住宅系
相模原南-30,126,100,126,1階：居宅,2階：居宅,,,,1800,5950,1850,6116,,,,,,,63,63,0,0,0,0,0,35.521773055555556,139.4498088888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530030.html,戸建住宅系
相模原南-31,112,100,112,1階：居宅,2階：居宅,,,,1718,5679,1753,5795,,,,,,,56,56,0,0,0,0,0,35.52257888888889,139.40281694444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530031.html,戸建住宅系
相模原南-32,110,100,110,1階：居宅,2階：居宅,,,,1724,5699,1754,5798,,,,,,,55,55,0,0,0,0,0,35.51363388888889,139.44032194444443,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530032.html,戸建住宅系
相模原南-33,132,100,132,1階：居宅,2階：居宅,,,,1760,5818,1789,5914,,,,,,,66,66,0,0,0,0,0,35.51938888888889,139.41187694444443,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530033.html,戸建住宅系
相模原南-34,152,100,152,1階：居宅,2階：居宅,,,,1851,6119,1889,6245,,,,,,,76,76,0,0,0,0,0,35.537883888888885,139.44116694444443,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530034.html,戸建住宅系
相模原南-35,100,100,100,1階：居宅,2階：居宅,,,,1682,5560,1716,5673,,,,,,,50,50,0,0,0,0,0,35.542605,139.42684,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530035.html,戸建住宅系
相模原南-36,160,100,160,1階：居宅,2階：居宅,,,,1851,6119,1889,6245,,,,,,,80,80,0,0,0,0,0,35.52370055555556,139.44125194444445,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530036.html,戸建住宅系
相模原南-37,140,100,140,1階：居宅,2階：居宅,,,,1570,5190,1599,5286,,,,,,,70,70,0,0,0,7000,1,35.528261666666666,139.40452194444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530037.html,戸建住宅系
相模原南5-1,1650,85.5,1411.5,1階：店舗,2階：店舗,3～4階：事務所,5～8階：居宅,,7700,25455,4690,15504,3780,12496,2400,7934,,,195,195.5,195.5,157.5,0,0,0,35.53171861111111,139.43575027777777,店舗事務所兼共同住宅,RC造地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530501.html,店舗＆事務所＆共同住宅
相模原南5-2,487.2,74.1,360.92,1階：店舗,2階：事務所,3～4階：住宅,5階：住宅,6階：住宅,3950,13058,2950,9752,2330,7702,2250,7438,2300,7603,55.42,70.22,70.22,55.02,39.82,0,0,35.515903888888886,139.419755,店舗、事務所兼共同住宅,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530502.html,店舗＆事務所＆共同住宅
相模原南5-3,528,79.2,418,1階：店舗,2～3階：事務所,4～6階：居宅,,,4478,14803,3135,10364,2463,8142,,,,,66,70.4,70.4,0,0,0,0,35.54102694444445,139.443985,店舗、事務所兼共同住宅,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530503.html,店舗＆事務所＆共同住宅
相模原南5-4,359.94,94.4,339.75,1階：店舗,2階：居宅,3階：居宅,4階：居宅,,3850,12727,1900,6281,1950,6446,2000,6612,,,95.94,81.27,81.27,81.27,0,0,0,35.52136388888889,139.43982305555556,店舗兼共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530504.html,店舗＆共同住宅
相模原南5-5,325.4,65.9,214.46,1階：店舗,2～3階：事務所,4階：居宅,5階：居宅,,4796,15855,3837,12684,2878,9514,2878,9514,,,45.2,45.2,42.05,36.81,0,0,0,35.51524305555556,139.4236688888889,店舗・事務所・共同住宅,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530505.html,店舗＆事務所＆共同住宅
相模原南5-6,480,89,427.2,1階：店舗,2階：事務所,3～4階：住宅,,,2965,9802,2224,7352,1779,5881,,,,,105.6,105.6,108,0,0,0,0,35.50027111111111,139.40717194444446,店舗事務所兼共同住宅,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530506.html,店舗＆事務所＆共同住宅
相模原南5-7,173.25,86.1,149.16,1階：店舗,2～3階：事務所,,,,3600,11901,2500,8264,,,,,,,49.72,49.72,0,0,0,0,0,35.532093055555556,139.4325961111111,店舗兼事務所,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530507.html,店舗＆事務所
相模原南5-8,1775,83.9,1488.75,1階：店舗,2階：店舗事務所,3～5階：住宅,,,4100,13554,2870,9488,2255,7455,,,,,320,340,276.25,0,0,0,0,35.55552111111111,139.41879694444444,店舗兼共同住宅,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530508.html,店舗＆共同住宅
相模原南5-9,600,100,600,(一括)1～2階：店舗,,,,,3000,9917,,,,,,,,,600,0,0,0,0,0,0,35.52531833333333,139.44877805555555,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530509.html,店舗系
相模原南9-1,2350,100,2350,(一括)1階：倉庫,,,,,1496,4945,,,,,,,,,2350,0,0,0,0,0,0,35.536028055555555,139.4014061111111,倉庫,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530901.html,工場・倉庫
横須賀-1,120,100,120,1階：住宅,2階：住宅,,,,1550,5124,1582,5230,,,,,,,60,60,0,0,0,5000,3,35.249363055555555,139.69102694444445,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010001.html,戸建住宅系
横須賀-2,176,100,176,1階：住宅,2階：住宅,,,,1510,4992,1543,5101,,,,,,,88,88,0,0,0,10000,1,35.26558388888889,139.64388305555556,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010002.html,戸建住宅系
横須賀-3,200,100,200,1階：住宅,2階：住宅,,,,1503,4969,1534,5071,,,,,,,100,100,0,0,0,0,0,35.25556,139.7173438888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010003.html,戸建住宅系
横須賀-4,112,100,112,1階：住宅,2階：住宅,,,,1640,5421,1678,5547,,,,,,,56,56,0,0,0,8000,1,35.21493,139.68894388888887,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010004.html,戸建住宅系
横須賀-5,130,100,130,(一括)1～2階：住宅,,,,,1726,5706,,,,,,,,,130,0,0,0,0,0,0,35.25771388888889,139.70723388888888,戸建住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010005.html,戸建住宅系
横須賀-6,108,100,108,1階：住居,2階：住居,,,,1674,5534,1726,5706,,,,,,,54,54,0,0,0,0,0,35.26117888888889,139.66499694444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010006.html,戸建住宅系
横須賀-7,180,100,180,1階：住宅,2階：住宅,,,,1776,5871,1831,6053,,,,,,,90,90,0,0,0,0,0,35.31889888888889,139.631015,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010007.html,戸建住宅系
横須賀-8,200,100,200,1階：住宅,2階：住宅,,,,1550,5124,1582,5230,,,,,,,100,100,0,0,0,0,0,35.20568611111111,139.68115305555557,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010008.html,戸建住宅系
横須賀-11,228,100,228,1階：住宅,2階：住宅,,,,1550,5124,1582,5230,,,,,,,114,114,0,0,0,10000,1,35.247075,139.67456388888888,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010011.html,戸建住宅系
横須賀-13,94,100,94,1階：住宅,2階：住宅,,,,1535,5074,1582,5230,,,,,,,47,47,0,0,0,0,0,35.26226111111111,139.6740961111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010013.html,戸建住宅系
横須賀-14,140,100,140,1階：住宅,2階：住宅,,,,1541,5094,1572,5197,,,,,,,70,70,0,0,0,5000,1,35.246006944444446,139.72981694444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010014.html,戸建住宅系
横須賀-16,136,100,136,1階：住宅,2階：住宅,,,,1600,5289,1630,5388,,,,,,,68,68,0,0,0,0,0,35.29866611111111,139.62477611111112,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010016.html,戸建住宅系
横須賀-20,221,100,221,1階：住宅,2階：住宅,,,,1550,5124,1582,5230,,,,,,,110.5,110.5,0,0,0,5000,1,35.24827,139.59406194444446,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010020.html,戸建住宅系
横須賀-22,140,100,140,1階：住宅,2階：住宅,,,,1500,4959,1534,5071,,,,,,,70,70,0,0,0,0,0,35.268908055555556,139.6518761111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010022.html,戸建住宅系
横須賀-23,160,100,160,1階：住宅,2階：住宅,,,,1682,5560,1716,5673,,,,,,,80,80,0,0,0,0,0,35.271928055555556,139.6662288888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010023.html,戸建住宅系
横須賀-24,98,100,98,(一括)1～2階：住宅,,,,,2147,7098,,,,,,,,,98,0,0,0,0,0,0,35.26141111111111,139.70977694444443,戸建住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010024.html,戸建住宅系
横須賀-25,200,100,200,1階：住宅,2階：住宅,,,,1409,4658,1438,4754,,,,,,,100,100,0,0,0,0,0,35.23394694444445,139.61076805555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010025.html,戸建住宅系
横須賀-26,174,100,174,1階：住宅,2階：住宅,,,,1569,5187,1601,5293,,,,,,,87,87,0,0,0,0,0,35.23710388888889,139.6922311111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010026.html,戸建住宅系
横須賀-27,126,100,126,1階：共同住宅,2階：共同住宅,,,,1442,4767,1471,4863,,,,,,,63,63,0,0,0,0,0,35.22202722222222,139.63995805555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010027.html,戸建住宅系
横須賀-28,140,100,140,1階：住宅,2階：住宅,,,,1432,4734,1476,4879,,,,,,,70,70,0,0,0,0,0,35.25993388888889,139.6421111111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010028.html,戸建住宅系
横須賀-29,140,100,140,1階：住宅,2階：住宅,,,,1880,6215,1917,6337,,,,,,,70,70,0,0,0,0,0,35.25602305555556,139.6628188888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010029.html,戸建住宅系
横須賀-30,100,100,100,1階：住宅,2階：住宅,,,,1640,5421,1678,5547,,,,,,,50,50,0,0,0,13000,2,35.26246611111111,139.68499694444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010030.html,戸建住宅系
横須賀-31,170,100,170,1階：住宅,2階：住宅,,,,1522,5031,1553,5134,,,,,,,85,85,0,0,0,0,0,35.26274111111111,139.730545,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026142010031.html,戸建住宅系
